0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:45 +0700] "GET /javaSpring/subjects HTTP/1.1" 200 8495
0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:45 +0700] "GET /javaSpring/css/base.css HTTP/1.1" 200 2797
0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:45 +0700] "GET /javaSpring/js/subject.js HTTP/1.1" 200 1029
0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:45 +0700] "GET /javaSpring/js/base.js HTTP/1.1" 200 1056
0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:45 +0700] "GET /javaSpring/css/subject.css HTTP/1.1" 200 1619
0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:45 +0700] "GET /javaSpring/images/adminAvatar.png HTTP/1.1" 200 43203
0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:47 +0700] "GET /javaSpring/subjects/add HTTP/1.1" 200 6183
0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:47 +0700] "GET /javaSpring/images/adminAvatar.png HTTP/1.1" 200 43203
0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:47 +0700] "GET /javaSpring/js/base.js HTTP/1.1" 200 1056
0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:47 +0700] "GET /javaSpring/css/base.css HTTP/1.1" 200 2797
0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:47 +0700] "GET /javaSpring/css/editSubject.css HTTP/1.1" 200 623
0:0:0:0:0:0:0:1 - - [05/Aug/2025:20:14:47 +0700] "GET /javaSpring/subjects/@%7B/images/subject-default.png%7D HTTP/1.1" 404 743
